2010,7,119.50,25.20,22
2010,8,17.10,8.80,10
2010,9,81.40,16.70,22
2010,10,118.00,26.20,24
2010,11,85.60,29.20,20
2010,12,66.90,27.10,9
2011,1,75.80,17.70,11
2011,2,127.70,17.00,23
2011,3,35.70,7.00,12
2011,4,39.70,12.10,13
2011,5,122.30,22.40,18
2011,6,88.70,23.80,17
2011,7,40.30,13.20,13
2011,8,53.90,9.30,14
2011,9,112.50,16.80,24
2011,10,91.80,24.40,22
2011,11,148.60,35.20,23
2011,12,87.10,22.00,26
1962,1,41.10,7.10,16
1962,2,26.70,5.70,14
1962,3,53.60,15.10,13
1962,4,40.80,7.10,13
1962,5,56.80,18.50,19
1962,6,24.90,7.40,11
1962,7,68.00,18.40,15
1962,8,73.10,17.50,17
1962,9,129.20,31.10,19
1962,10,16.80,8.40,8
1962,11,47.90,9.20,14
1962,12,75.30,12.90,20
1963,1,41.10,9.30,12
1963,2,61.90,22.70,10
1963,3,65.20,15.20,16
1963,4,47.00,6.60,19
1963,5,42.00,7.90,20
1963,6,54.30,15.50,17
1963,7,23.50,6.00,13
1963,8,103.10,53.50,20
1963,9,44.90,12.00,12
1963,10,47.60,9.70,15
1963,11,95.90,17.80,21
1963,12,16.40,4.40,10
1964,1,14.80,3.40,10
1964,2,28.30,5.80,13
1964,3,106.60,18.90,18
1964,4,62.30,15.00,23
1964,5,45.40,7.00,16
1964,6,51.00,9.60,17
1964,7,47.40,24.20,13
1964,8,81.30,18.60,16
1964,9,51.70,16.20,12
1964,10,62.30,16.90,18
1964,11,26.20,8.90,12
1964,12,111.80,18.90,18
1965,1,97.30,24.50,20
1965,2,4.70,1.60,6
1965,3,54.60,10.40,16
1965,4,45.40,9.60,16
1965,5,51.90,10.40,18
1965,6,72.90,16.90,16
1965,7,79.20,14.10,20
1965,8,55.40,13.60,18
1965,9,67.70,24.50,16
1965,10,41.40,11.20,10
1965,11,182.30,44.50,19
1965,12,97.10,17.00,23
1966,1,94.60,27.20,16
1966,2,114.50,25.60,21
1966,3,40.20,11.80,11
1966,4,151.80,26.20,17
1966,5,52.30,9.20,16
